Term,Occurrence (ead_ID),Field,Collection,Context,Context (extended)
Philippine Islands,umich-bhl-2012143,abstract,"Finding aid for Netzorg Family Papers, late 1880s-2012","The collection chronicles the history of the Philippine Islands in the 20th century, specifically during the Second World War; life of German Jewry on the eve of World War II; Zionist Insurgency in the British Mandate Palestine; developments in the scholarly field of South East Asian Studies and international publishing and book trade industries related to the region.","chronicles the history of the Philippine Islands in the 20th century, specifically"
Philippine Islands,umich-bhl-85217,bioghist,"Finding aid for Hubbell Family Papers, 1859-1983","He married Winifred Temperance Waters, also of Benzonia, in 1895.;  From 1907 to 1912 the Hubbell family lived in the Philippine Islands, where Clarence Hubbell worked as a water supply and public works engineer.","Hubbell family lived in the Philippine Islands , where Clarence Hubbell worked"
Philippine Islands,umich-bhl-851917,bioghist,"Finding aid for Irene Ellis Murphy papers, 1917-1984","When Murphy left to become Governor General of the Philippine Islands (1933-1935), he took many members of his family with him.","become Governor General of the Philippine Islands (1933-1935), he took many members"
Philippine Islands,umich-bhl-9436,bioghist,"Finding Aid for Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","In July 1900, he left Cuba for the Philippine Islands where he served for the next thirteen years.",he left Cuba for the Philippine Islands where he served for the
Plantations,umich-bhl-92632,subjects,"Finding aid for Donald Maxwell Matthews photographs, 1924-1982",Forestry.; Lumber industry.; Sugar plantations.,Forestry.; Lumber industry.; Sugar Plantations .
Race,umich-bhl-851733,corpnames,Finding Aid for Harry Burns Hutchins papers,President.; American Neutral Conference Committee.; American Protective Tariff League.; American Union Against Militarism.; Anti-Saloon League of Michigan.; Illinois Vigilance Association.; League to Enforce Peace.; Men's League for Woman Suffrage of the State of Michigan.; National Child Labor Committee (U.S.); National Conference on Race Betterment.; National Conservation Congress.,Committee (U.S.); National Conference on Race Betterment.; National Conservation Congress.
Race,umich-bhl-05100,bioghist,"Finding aid for American Citizens for Justice Records, 1983-2004","According to reports, Ebens verbally harassed Chin, blaming his race for recent U.S. automotive unemployment (mistakenly believing Chin to be Japanese).","verbally harassed Chin, blaming his Race for recent U.S. automotive unemployment"
Race,umich-bhl-2014031,subjects,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","African-American churches -- Michigan -- Detroit.; Immigrants -- Health and hygiene -- Florida.; Immigrants -- Health and hygiene -- Michigan.; Immigrants -- Health and hygiene -- Ohio.; Immigrants -- Health and hygiene -- Texas.; Immigrants -- Health and hygiene -- United States.; Immigrants -- Michigan.; Indians of North America -- Great Lakes (North America); Indians of North America -- Michigan.; Indians of North America -- Periodicals.; Iraqis -- Michigan -- Detroit.; Islam -- Michigan.; Islamic education -- Michigan.; Islamophobia -- Michigan.; Islamophobia -- United States.; Italian Americans -- Michigan -- Lansing.; Lebanese Americans -- Michigan.; Lebanese Americans -- Michigan -- Detroit.; Lebanese Americans -- Social life and customs -- Michigan -- Detroit.; Minorities -- Civil rights -- Michigan.; Minorities -- Civil rights -- United States.; Minorities -- Michigan.; Monasteries -- Michigan -- Harper Woods.; Mosques -- Michigan.; Mosques as community centers -- Michigan.; Muslims -- Civil rights -- Michigan.; Muslims -- Civil rights -- United States.; Muslims -- India.; Muslims -- Michigan.; Muslims -- Michigan -- Periodicals.; Muslims -- Religious life -- Michigan.; Ojibwa Indians -- Michigan.; Ojibwa Indians -- Michigan -- Fishing -- Law and legislation.; Ojibwa Indians -- Michigan -- Legal status, laws, etc.; Ojibwa Indians -- Michigan -- Treaties.; Orientalism -- United States.; Orthodox Eastern monasteries -- Michigan -- Harper Woods.; Ottawa Indians -- Michigan -- Fishing -- Law and legislation.; Ottawa Indians -- Michigan -- Legal status, laws, etc.; Ottawa Indians -- Michigan -- Treaties.; Pacific Islander Americans -- Michigan.; Palestinian Americans -- Michigan.; Polish Americans -- Michigan -- Detroit.; Politics and public policy.; Popular music -- United States.; Potawatomi Indians -- Great Lakes Region (North America); Potawatomi Indians -- Middle West.; Race relations -- Economic aspects -- Michigan -- Detroit.; Racism -- United States.; Religion.; Russian Americans -- Michigan.; Russian Americans -- Michigan -- Directories.; Russkaia pravoslavnaia tserkov' zagranitsei­.; Sermons, American.",Potawatomi Indians -- Middle West.; Race relations -- Economic aspects --
Race,umich-bhl-86457,corpnames,Finding Aid for Jacob Ellsworth Reighard Papers,Zoological Laboratory.; Amateur Fencers League of America.; National Conference on Race Betterment.,of America.; National Conference on Race Betterment.
Race,umich-bhl-2014031,geognames,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Ann Arbor (Mich.); Battle Creek (Mich.); Bay Mills Indian Community, Michigan.; Bay Mills (Mich.); Chippewa Tribe.; Dearborn (Mich.); Detroit (Mich.); Detroit (Mich.) -- Economic conditions.; Detroit (Mich.) -- Race relations.; Flint (Mich.); Florida.; Fulton (Mich.); Grand Rapids (Mich.); Grand Traverse Band of Ottawa and Chippewa Indians, Michigan.; Grand Traverse (Mich.); Great Lakes (North America); Harbor Springs (Mich.); Harper Woods (Mich.); India.; Israel.; Jackson (Mich.); Kalamazoo (Mich.); Keweenaw Bay (Mich.",Economic conditions.; Detroit (Mich.) -- Race relations.; Flint (Mich.); Florida.; Fulton
Race,umich-bhl-2012140,bioghist,"Finding aid for Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","The overall objectives were to promote anti-racist consciousness and to promote anti-racist student leaders, particularly within Third World communities; to heighten the level of discussion and research on various aspects of race, class and gender issues and to provide concrete tools to anti-racist organizers to help refute stereotypes and myths, and challenge apathy or cynicism.","research on various aspects of Race , class and gender issues"
Remains,umich-bhl-9940,scopecontent,"Finding Aid for James J. Blanchard Papers, 1982-2002","All that remains are the papers of Gregory Morris, director of the division from 1987 to 1990.",All that Remains are the papers of Gregory
Remains,umich-bhl-0420,bioghist,"Finding aid for the Albert Kahn Associates records, 1825-2014"," Well after his death, his architectural firm, Albert Kahn Associates, Inc., remains an international leader in the design of highly specialized, efficient, flexible, and expandable factory buildings that enhance the flow of the manufacturing process.","firm, Albert Kahn Associates, Inc., Remains an international leader in the"
Remains,umich-bhl-2014031,bioghist,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","In addition to these priorities, the MHC remains open to the consideration of material with great research potential in any area of Michigan's ethnically diverse history.;  To learn more about the Bentley Historical Library's Web Archives visit http://bentley.umich.edu/dchome/index.php.","to these priorities, the MHC Remains open to the consideration of"
Remains,umich-bhl-0420,scopecontent,"Finding aid for the Albert Kahn Associates records, 1825-2014","The collection encompasses 166 linear feet (in 180 boxes) of correspondence, transcripts of speeches, newspaper and journal articles, company files, audiovisual materials, photographs and slides, as well as 90 leather portfolios containing photographs of completed buildings, 22 albums of sample architectural materials, 131 books, and 12,731 architectural drawings in 45 flat-file drawers and 114 oversize tubes.; The narrative and visual materials in the collection illuminate the breadth of Kahn's career and highlight the work of his architectural firm, Albert Kahn Associates, Inc., which continued to develop projects after his death, and remains a living institution.","projects after his death, and Remains a living institution."
Remains,umich-bhl-8738,bioghist,"Finding aid for WUOM Records, 1914-1982","Nevertheless the station remains faithful to the mission established in the 1940s by the University Executive Committee on Radio, to ""interpret and report to its audience the various activities of the University with emphasis upon education, research, and training with the intent to develop a broader knowledge, a fuller understanding and deeper appreciation of the humanities, of the sciences, and of social, economic, and civic problems [as well as offering] entertainment consistent with the policies and practices of an institution of higher learning.""[6];  ___________________________;  1--Radio Programs Given at the University of Michigan During the Year 1925-1926, Printed Materials, box 34, WUOM, Bentley Historical Library (BHL).;  2--""A Report on Radio Broadcasting at the University of Michigan"", 1943, Annual and miscellaneous reports, 1933-1945, box 32.;  3--""WUOM of the University of Michigan,"" Collins Radio Company, Cedar Rapids, Iowa [1949?], Printed Materials, box 32.;  4--WUOM Program Schedule, October 1958, Printed Materials, box 32.;  5--University of Michigan Broadcasting Service - Radio WUOM/WVGR Annual Report, 1968-70, Printed Materials, box 32.;  6--University of Michigan Broadcasting Service - Radio Station WUOM [By-laws], Executive Committee on Radio, 1947-1948, box 2.",Nevertheless the station Remains faithful to the mission established
Remains,umich-bhl-2014032,bioghist,"Finding aid for Commerce and Industry of Michigan Web Archives, 2010-2014",In addition to these priorities the MHC remains open to the consideration of material with great research potential in any area of Michigan's industrially diverse history.;  To learn more about the Bentley Historical Library's Web Archives visit https://archive-it.org/organizations/934.,to these priorities the MHC Remains open to the consideration of
Settlers,umich-bhl-8516,scopecontent,Finding Aid for Robert D. Aldrich Collection,The collection spans the period from the arrival of the first settlers in 1831 to the 1980s.,the arrival of the first Settlers in 1831 to the 1980s.
Settlers,umich-bhl-851733,bioghist,Finding Aid for Harry Burns Hutchins papers,"She was a descendent of Thomas Hooker, founder of Hartford, Connecticut, and Deacon William Crocker, one of the early settlers of Cape Cod, Massachusetts.","Crocker, one of the early Settlers of Cape Cod, Massachusetts."
Territory,umich-bhl-2019013,bioghist,"Finding aid for the Harold Dunbar Corbusier papers, 1883-1979","Early Life and Education; Harold Dunbar Corbusier (1873-1950) was born in Yavapai County, Arizona Territory to Colonel William H.","born in Yavapai County, Arizona Territory to Colonel William H."
Territory,umich-bhl-2010155,bioghist,"Finding aid for Richard Nims papers, 1880s-1990s","Therefore, students wanting to buy a drink would have to venture to establishments located outside Ann Arbor's dry territory like the Pretzel Bell.",located outside Ann Arbor's dry Territory like the Pretzel Bell.
Tribe,umich-bhl-2014031,subjects,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","-- Michigan -- Detroit.; Chippewa Indians.; Chippewa Tribe.; Christianity and other religions -- Islam.; Commerce and industry.; Communities -- Michigan.; Community centers -- Michigan.; Druze women -- Michigan.; Druzes -- United States.; East Indian Americans -- Michigan.; East Indian Americans -- United States.; Education -- Michigan -- Detroit.; Environmental justice -- Michigan.; Ethnic communities.; Ethnic relations -- Michigan.; Filipino Americans -- Michigan.; Fisheries -- Great Lakes (North America); Fishery law and legislation -- Michigan.; Fishery management -- Michigan.; Fishery management -- Great Lakes (North America); German Americans -- Michigan -- Newspapers.; German Americans -- United States -- Newspapers.; Germans -- Michigan -- Newspapers.; Germans -- United States.; Hispanic Americans -- Michigan -- Periodicals.; Hispanic Americans -- United States -- Periodicals.; Housing policy -- Michigan -- Religious aspects.; Hurley, George W.",-- Detroit.; Chippewa Indians.; Chippewa Tribe .; Christianity and other religions
Tribe,umich-bhl-2014031,geognames,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Ann Arbor (Mich.); Battle Creek (Mich.); Bay Mills Indian Community, Michigan.; Bay Mills (Mich.); Chippewa Tribe.; Dearborn (Mich.); Detroit (Mich.); Detroit (Mich.) -- Economic conditions.; Detroit (Mich.) -- Race relations.; Flint (Mich.); Florida.; Fulton (Mich.); Grand Rapids (Mich.); Grand Traverse Band of Ottawa and Chippewa Indians, Michigan.; Grand Traverse (Mich.); Great Lakes (North America); Harbor Springs (Mich.); Harper Woods (Mich.); India.; Israel.; Jackson (Mich.); Kalamazoo (Mich.); Keweenaw Bay (Mich.",Michigan.; Bay Mills (Mich.); Chippewa Tribe .; Dearborn (Mich.); Detroit (Mich.);
Tribes,umich-bhl-85831,bioghist,Finding Aid for Joseph Beal Steere Papers,"He obtained rare manuscripts from Formosa, and he studied fifteen previously unknown tribes along the Amazon.",he studied fifteen previously unknown Tribes along the Amazon.
Tribes,umich-bhl-91421,scopecontent,"Finding aid for Walter W. Marquardt Papers, 1896-1952","The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines.","and scenery, especially of native Tribes , and slides of Marquardt"
Type,umich-bhl-93291,scopecontent,"Finding aid for Fred E. Benz motion picture collection, 1929-1950",This type of film was sold through camera stores and mail order houses and Benz probably purchased a reel for his own use.,This Type of film was sold through
Type,umich-bhl-851831-f,scopecontent,"Finding aid for Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","The series for the most part reflect different type of programming the Center produced, from the earliest ""telecourses"" to the independent programs produced under the title ""Understanding Our World"".","the most part reflect different Type of programming the Center produced,"
Type,umich-bhl-851831-f,abstract,"Finding aid for Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987",The collection consists of documentary type film and video and film and video of television programs produced by the Media Resources Center and its predecessors.,The collection consists of documentary Type film and video and film
Type,umich-bhl-851285,bioghist,Finding Aid for Thomas Francis Papers,"In 1940, he identified and was able to isolate influenza virus, Type B.","able to isolate influenza virus, Type B."
Type,umich-bhl-8821,bioghist,"Finding aid for Dept. of History (University of Michigan) Student Papers, 1930-1987",The appointment of Andrew Dickson White (1857) as professor of history and English literature marked the beginning of historical teaching of the modern type.,historical teaching of the modern Type .
Types,umich-bhl-87265.25,bioghist,"Finding aid for News and Information Services (University of Michigan) photographs, 1946-2006","News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services.;  Current information about News and Information Services and on-line versions of the University Record and Michigan Today (with searchable back issues of the Record from September 1992, and Michigan Today from December 1993) is available on the Web at the following URL: http://ns.umich.edu/new/.","continued to expand its media Types and now includes podcasts, social"
Types,umich-bhl-87265.0,bioghist,"Finding aid for News and Information Services (University of Michigan) records, 1900-[ongoing]","News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services.;  Current information about News and Information Services and on-line versions of the University Record and Michigan Today (with searchable back issues of the Record from September 1992, and Michigan Today from December 1993) is available on the Web at the following URL: http://ns.umich.edu/new/.","continued to expand its media Types and now includes podcasts, social"
Types,umich-bhl-2014136,bioghist,"Finding aid for University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","The U-M Herbarium is also a leader in digitizing herbaria collections, beginning with a 1977 database of seed plant types (Reznicek).",1977 database of seed plant Types (Reznicek).
Types,umich-bhl-851285,scopecontent,Finding Aid for Thomas Francis Papers,Types of records in these unprocessed subseries consist of minutes of meetings and procedural records.,Types of records in these unprocessed
Types,umich-bhl-85193,scopecontent,Finding Aid for Philip A. Hart Papers,"Hart himself and his staff had discarded certain types of files before donating them to the library, notably case files and constituent mail answered by form.",his staff had discarded certain Types of files before donating them
Types,umich-bhl-9840,scopecontent,"Finding aid for Charles W. Lane papers, 1935-1997","The researcher will be interested in the variety of architectural projects in which Lane was involved, which include schools, mobile homes, churches, and other types of structures.","mobile homes, churches, and other Types of structures."
